,source_name,event_date,location_accuracy,landslide_category,landslide_trigger,landslide_size,fatality_count,country_name,country_code,longitude,latitude,continent
6439,e-pao.net,2011-07-06,50km,landslide,downpour,2,6.0,India,IN,93.9482,24.8063,AS
6440,navhindtimes.com,2007-09-07,5km,landslide,rain,2,8.0,India,IN,73.8362,15.5063,AS
6441,cnn,2012-02-27,5km,mudslide,tropical_cyclone,4,73.0,Madagascar,MG,47.6346,-21.3039,AF
6442,aljazeera,2012-08-15,5km,landslide,rain,2,4.0,Philippines,PH,120.5962,16.4034,AS
6443,allafrica.com,2010-03-01,25km,complex,downpour,4,388.0,Uganda,UG,34.4011,1.0053,AF
6444,aspendailynews,2010-08-19,1km,mudslide,downpour,2,0.0,United States,US,-107.2343,39.2105,NA
6445,The Times of India,2011-06-19,5km,landslide,downpour,2,0.0,India,IN,74.1447,15.2932,AS
6446,KCBY,2015-12-18,exact,landslide,rain,2,1.0,United States,US,-124.0743,44.0434,NA
6448,eKantipur,2015-06-29,5km,landslide,earthquake,2,0.0,Nepal,NP,85.4416,27.4916,AS
6450,mcot,2011-03-27,unknown,landslide,downpour,2,0.0,Thailand,TH,99.0886,9.0103,AS
6452,blowingrocket.com,2013-07-07,1km,landslide,downpour,1,0.0,United States,US,-81.6885,36.1316,NA
6453,GMA News,2008-06-24,5km,landslide,tropical_cyclone,2,2.0,Philippines,PH,121.9823,6.9517,AS
6454,WDEF,2009-11-10,25km,landslide,rain,2,0.0,United States,US,-84.5287,35.0819,NA
6456,ozarksfirst.com,2011-04-25,5km,landslide,downpour,1,0.0,United States,US,-92.4623,36.4461,NA
6457,AKIpress,2015-07-10,unknown,mudslide,rain,2,0.0,Tajikistan,TJ,70.4275,39.0712,AS
6458,cnn,2009-08-10,5km,complex,tropical_cyclone,4,491.0,Taiwan,TW,120.666,23.0112,AS
6459,wtov9,2011-01-02,1km,mudslide,freeze_thaw,1,0.0,United States,US,-80.6196,40.2975,NA
6460,ASIA-Plus,2015-07-16,1km,mudslide,snowfall_snowmelt,2,0.0,Tajikistan,TJ,71.7041,37.5773,AS
6461,Times of India,2011-08-07,unknown,landslide,downpour,2,0.0,India,IN,75.1996,33.4406,AS
6462,Mizoram Express,2010-09-13,25km,landslide,downpour,2,0.0,India,IN,92.8416,22.7176,AS
6463,timesofindia.indiatimes,2009-08-12,5km,landslide,downpour,2,0.0,India,IN,92.8,27.7,AS
6464,mb,2011-01-23,5km,landslide,downpour,2,0.0,Philippines,PH,125.5523,9.6941,AS
6465,nbcphiladelphia,2011-04-16,1km,mudslide,downpour,2,0.0,United States,US,-75.2055,39.982,NA
6466,Pakistan Today,2016-06-29,1km,landslide,downpour,2,0.0,Pakistan,PK,71.8631,34.7414,AS
6467,colombopage,2011-01-09,5km,landslide,monsoon,2,2.0,Sri Lanka,LK,80.7748,6.9762,AS
6468,gazette-news,2010-02-22,5km,mudslide,downpour,2,2.0,Spain,ES,-3.3480000000000003,36.8088,EU
6469,euronews,2010-10-17,5km,mudslide,downpour,2,0.0,Peru,PE,-72.1167,-13.3042,SA
6471,The Sangai Express,2015-07-22,10km,landslide,continuous_rain,2,0.0,India,IN,93.8794,25.5098,AS
6472,sfgate,2010-12-22,5km,debris_flow,downpour,1,0.0,United States,US,-117.6357,33.7456,NA
6474,www.newsroompanama.com,2013-08-01,5km,mudslide,downpour,2,4.0,Panama,PA,-79.8867,9.3248,NA
6475,CONRED,2015-09-27,1km,landslide,rain,2,0.0,Guatemala,GT,-90.4956,14.6217,NA
6476,sunstar,2011-07-27,5km,mudslide,downpour,2,4.0,Philippines,PH,121.3328,16.957,AS
6477,nation,2009-11-03,25km,landslide,downpour,2,1.0,Kenya,KE,37.6561,0.0571,AF
6478,Kaumudi Online,2015-07-27,5km,mudslide,mining,1,2.0,India,IN,75.4856,11.8348,AS
6479,standard,2011-08-02,unknown,landslide,downpour,2,1.0,Indonesia,ID,138.1165,-4.1930000000000005,AS
6481,liverpoolecho,2010-07-20,1km,landslide,downpour,1,0.0,United Kingdom,GB,-2.9411,53.3705,EU
6482,www.trust.org,2013-08-21,unknown,landslide,continuous_rain,4,16.0,Laos,LA,101.1396,19.8981,AS
6483,NEXtv,2014-05-09,5km,landslide,downpour,1,0.0,Panama,PA,-79.7478,9.2924,NA
6484,chinadaily,2011-09-01,5km,landslide,rain,2,0.0,China,CN,119.0076,25.4549,AS
6487,United Nations Development Programme - Relief Web,2007-06-25,50km,landslide,monsoon,3,4.0,India,IN,76.074,11.7095,AS
6489,print.dailymirror,2011-03-14,25km,landslide,downpour,2,0.0,Sri Lanka,LK,80.9486,6.968,AS
6490,Bohol Standard,2011-10-16,10km,landslide,tropical_cyclone,2,0.0,Philippines,PH,124.3656,9.6515,AS
6491,newsinfo.inquirer,2009-10-08,5km,landslide,tropical_cyclone,2,3.0,Philippines,PH,120.5829,16.4072,AS
6492,resourceintelligence,2011-02-11,25km,landslide,downpour,2,0.0,Chile,CL,-70.2129,-32.9563,SA
6493,www.blackmountainnews.com,2013-07-04,1km,landslide,continuous_rain,1,0.0,United States,US,-82.5308,35.6508,NA
6495,ph.news.yahoo.com,2013-05-28,25km,landslide,downpour,2,4.0,Philippines,PH,123.3034,8.4966,AS
6497,x.dawn.com,2013-05-25,unknown,landslide,downpour,2,0.0,Pakistan,PK,73.21,35.2959,AS
6498,ABC7 Eyewitness News,2015-10-16,5km,mudslide,flooding,3,0.0,United States,US,-118.4041,34.6685,NA
6500,mukilteobeacon,2011-03-13,1km,mudslide,downpour,1,0.0,United States,US,-122.2954,47.9122,NA
6501,indiascanner.com,2010-09-19,50km,landslide,downpour,2,0.0,India,IN,79.494,29.6131,AS
6502,The Daily Star,2007-09-10,5km,mudslide,rain,2,2.0,Bangladesh,BD,90.9733,23.8917,AS
6503,The Jakarta Post,2014-01-18,5km,landslide,downpour,2,0.0,Indonesia,ID,110.4545,-7.0132,AS
6504,khon2,2012-02-26,5km,complex,downpour,1,0.0,United States,US,-159.3585,21.9607,NA
6505,CONRED,2015-09-27,5km,landslide,rain,2,0.0,Guatemala,GT,-90.4792,14.6317,NA
6506,Straits Times,2015-03-30,25km,landslide,mining,2,9.0,Myanmar [Burma],MM,96.2907,25.6115,AS
6510,www.upi.com,2013-07-06,unknown,mudslide,downpour,2,0.0,China,CN,95.5728,29.8901,AS
6511,gmanews.tv,2007-11-26,50km,landslide,rain,2,1.0,Philippines,PH,120.9096,18.5038,AS
6514,reliefweb,2011-03-17,10km,landslide,downpour,2,0.0,Philippines,PH,125.1507,11.811,AS
6515,The Borneo Post,2012-02-21,10km,landslide,downpour,2,0.0,Malaysia,MY,114.1991,3.7122,AS
6517,TDN,2012-02-22,5km,landslide,downpour,1,0.0,United States,US,-122.9165,46.2052,NA
6518,abclocal.go,2012-04-13,1km,mudslide,rain,1,0.0,United States,US,-122.2272,37.8298,NA
6519,globalnation.inquirer,2010-08-24,5km,rock_fall,downpour,2,0.0,Philippines,PH,123.82991990000001,10.26707152,AS
6520,samaa,2010-09-07,5km,landslide,downpour,2,4.0,Pakistan,PK,76.2579,35.192,AS
6521,FOCUS,2015-03-28,10km,landslide,snowfall_snowmelt,2,0.0,Bulgaria,BG,24.0725,41.6432,EU
6522,DVB,2014-03-20,50km,landslide,construction,2,6.0,Myanmar [Burma],MM,97.4381,25.8509,AS
6523,gsi.gov,2010-07-29,10km,landslide,downpour,2,0.0,India,IN,93.5027,24.9786,AS
6527,The Australian,2016-03-10,25km,mudslide,downpour,2,4.0,Brazil,BR,-46.5551,-23.3025,SA
6528,Baguio Herald Express,2016-10-16,25km,rock_fall,tropical_cyclone,2,0.0,Philippines,PH,120.6153,16.3103,AS
6529,nation,2011-12-02,50km,mudslide,downpour,2,3.0,Kenya,KE,34.4833,0.3335,AF
6530,nepalnews,2009-07-01,unknown,landslide,monsoon,2,3.0,Nepal,NP,82.5068,29.7225,AS
6533,alertnet,2009-07-04,50km,landslide,downpour,3,24.0,Myanmar [Burma],MM,97.3715,26.026,AS
6534,fortunatimes.com,2010-11-04,25km,landslide,tropical_cyclone,2,0.0,Costa Rica,CR,-84.8751,10.4548,NA
6535,My Edmonds News,2015-02-10,25km,mudslide,rain,2,0.0,United States,US,-122.3813,47.7518,NA
6539,Focus Taiwan,2016-05-22,10km,landslide,earthquake,2,0.0,Taiwan,TW,120.7253,22.741,AS
6540,Inquirer.net,2014-01-11,25km,landslide,tropical_cyclone,3,18.0,Philippines,PH,126.4497,7.0449,AS
6542,Dominion Post,2015-08-10,1km,landslide,rain,1,0.0,New Zealand,NZ,174.7533,-41.2865,OC
6544,Buxton Advertiser,2016-06-11,1km,landslide,downpour,2,0.0,United Kingdom,GB,-2.0828,53.3599,EU
6545,NYOOZ,2015-07-25,5km,landslide,downpour,1,0.0,India,IN,73.8182,15.3904,AS
6546,independent,2009-11-16,10km,landslide,downpour,2,0.0,Ireland,IE,-6.0935,52.9566,EU
6547,www.hindustantimes.com,2013-08-02,10km,landslide,continuous_rain,2,0.0,India,IN,75.1199,32.5282,AS
6548,abcnews.go,2010-12-22,5km,mudslide,downpour,1,0.0,United States,US,-117.5615,33.6303,NA
6549,torontosun,2010-09-23,10km,landslide,downpour,2,0.0,Canada,CA,-74.1359,45.3717,NA
6550,kgw,2010-06-06,exact,landslide,downpour,1,0.0,United States,US,-122.7003,45.5188,NA
6551,triblive.com,2013-07-23,5km,landslide,downpour,1,0.0,United States,US,-79.8003,40.3493,NA
6552,reliefweb,2010-03-26,50km,mudslide,downpour,3,14.0,Rwanda,RW,29.3711,-1.6985,AF
6554,Noticias Caracol,2015-05-09,25km,landslide,downpour,2,0.0,Colombia,CO,-76.4089,7.1107,SA
6555,gsi.gov,2010-05-17,50km,landslide,downpour,2,0.0,India,IN,75.6233,34.3951,AS
6557,The Hindu,2016-07-23,1km,rock_fall,downpour,2,0.0,India,IN,78.8743,16.0781,AS
6558,CRI [Chinese Media],2016-06-23,unknown,mudslide,downpour,2,0.0,China,CN,107.9439,29.8208,AS
6559,Philstar,2015-07-12,25km,landslide,continuous_rain,1,1.0,Philippines,PH,120.6757,16.3603,AS
6560,news.bbc,2009-11-25,5km,complex,downpour,2,0.0,United Kingdom,GB,-3.0544,54.6188,EU
6561,subictimes.com,2010-05-31,5km,landslide,rain,2,3.0,Philippines,PH,120.2761,14.835999999999999,AS
6562,deseretnews,2011-05-22,5km,complex,downpour,1,0.0,United States,US,-112.473,38.2717,NA
6563,wtov9,2010-03-21,5km,landslide,downpour,1,0.0,United States,US,-80.9,40.5399,NA
6564,theprovince,2011-04-16,10km,landslide,downpour,2,0.0,Colombia,CO,-74.399,4.6502,SA
6565,www.thedenverchannel.com,2013-09-15,1km,landslide,tropical_cyclone,2,0.0,United States,US,-105.529,40.2935,NA
6566,ktuu,2009-11-14,1km,mudslide,rain,1,0.0,United States,US,-134.4003,58.2977,NA
6567,articles.timesofindia.indiatimes.com,2013-10-06,5km,landslide,downpour,2,0.0,India,IN,74.1158,15.6365,AS
6568,news.xinhuanet,2011-06-05,50km,landslide,downpour,2,0.0,China,CN,106.0995,25.1784,AS
6569,cbc,2010-05-30,5km,landslide,tropical_cyclone,2,11.0,Guatemala,GT,-90.9667,14.7833,NA
6570,smh,2008-05-30,50km,mudslide,downpour,2,4.0,Italy,IT,7.376,45.7513,EU
6572,North Jersey,2015-06-02,1km,rock_fall,downpour,1,0.0,United States,US,-74.1772,40.9213,NA
6574,expressindia,2010-06-16,25km,landslide,downpour,2,8.0,Indonesia,ID,128.1777,-3.7027,AS
6575,kbc,2010-05-04,5km,mudslide,downpour,2,2.0,Kenya,KE,37.0498,-0.5487,AF
6576,The hindu.com,2007-08-12,25km,landslide,rain,3,2.0,India,IN,76.2665,32.0985,AS
6577,Loving Futbol,2016-08-05,5km,mudslide,tropical_cyclone,2,3.0,Mexico,MX,-97.1119,19.0669,NA
6578,fortunatimes.com,2010-11-04,50km,landslide,tropical_cyclone,2,0.0,Costa Rica,CR,-83.8359,9.6227,NA
6579,thesop.org,2012-06-22,5km,landslide,downpour,2,3.0,India,IN,91.7162,26.1226,AS
6580,The Northeast Today,2015-09-23,5km,landslide,downpour,2,2.0,India,IN,91.89299999999999,25.583000000000002,AS
6582,www.pattayamail.com,2013-10-01,unknown,landslide,downpour,3,0.0,Thailand,TH,97.9203,18.7919,AS
6583,durangoherald.com,2011-08-03,50km,mudslide,rain,2,0.0,United States,US,-107.6645,37.8121,NA
6584,newsinfo.inquirer,2010-12-30,10km,landslide,downpour,2,0.0,Philippines,PH,123.7227,7.9046,AS
6585,KATU,2015-12-21,5km,landslide,rain,1,0.0,United States,US,-124.0874,44.1705,NA
6586,Univision,2016-08-06,1km,landslide,tropical_cyclone,2,0.0,Mexico,MX,-96.9479,19.5633,NA
6587,Setopati,2015-07-03,10km,landslide,continuous_rain,1,0.0,Nepal,NP,84.6634,28.1046,AS
6590,www.thephuketnews.com,2013-09-11,5km,mudslide,downpour,2,0.0,Thailand,TH,98.2938,8.6771,AS
6591,Mercer Island Reporter,2015-03-15,exact,landslide,downpour,1,0.0,United States,US,-122.2425,47.5935,NA
6592,2.tricities,2010-08-18,1km,complex,downpour,2,0.0,United States,US,-82.443,36.1364,NA
6593,www.ubalert.com,2013-12-26,10km,landslide,downpour,2,0.0,Italy,IT,8.9042,44.4979,EU
6596,Chicago Tribune,2014-05-21,exact,other,rain,1,0.0,United States,US,-87.8107,42.2261,NA
6597,"AGU Bloga, Dave Petley",2016-07-25,5km,landslide,earthquake,2,0.0,Chile,CL,-69.6364,-26.2396,SA
6598,colombopage,2010-05-19,5km,debris_flow,tropical_cyclone,2,0.0,Sri Lanka,LK,80.703,7.0022,AS
6599,articles.timesofindia,2011-07-22,50km,landslide,downpour,1,0.0,India,IN,73.7167,16.1078,AS
6600,hawaiinewsnow,2010-04-13,5km,mudslide,downpour,2,0.0,United States,US,-156.9621,21.1589,NA
6601,Yomiuri Newspaper,2007-09-07,25km,landslide,tropical_cyclone,2,1.0,Japan,JP,138.85,37.03,AS
6602,news.xinhuanet,2011-05-06,10km,landslide,downpour,3,17.0,Indonesia,ID,107.7705,-7.5907,AS
6603,www.idahostatesman.com,2013-09-05,1km,mudslide,downpour,2,0.0,United States,US,-116.1053,44.1144,NA
6605,Fox 12 Oregon,2015-12-14,5km,mudslide,continuous_rain,2,0.0,United States,US,-122.4371,45.6028,NA
6608,Seattle Times,2015-12-08,10km,mudslide,rain,1,0.0,United States,US,-122.8382,46.0472,NA
6609,abcnews.go,2008-11-24,10km,landslide,continuous_rain,4,109.0,Brazil,BR,-48.65,-26.8833,SA
6610,thejakartapost,2012-11-25,5km,landslide,rain,2,5.0,Indonesia,ID,107.9608,-7.4576,AS
6611,Ironton Tribune,2014-12-06,10km,landslide,continuous_rain,1,0.0,United States,US,-82.4247,38.4832,NA
6613,Times of India,2015-08-15,1km,landslide,continuous_rain,2,0.0,India,IN,78.616,30.7864,AS
6615,Info Nepal,2016-07-04,10km,landslide,continuous_rain,2,0.0,Nepal,NP,84.8756,28.2317,AS
6617,National,2016-10-19,25km,landslide,rain,2,0.0,Papua New Guinea,PG,144.9513,-6.0356,OC
6618,Telegraph India,2010-06-03,25km,landslide,downpour,2,2.0,India,IN,92.3814,24.6005,AS
6619,ABC 7,2014-12-12,5km,debris_flow,downpour,1,0.0,United States,US,-117.8632,34.154,NA
6620,The Washington Post,2014-04-30,exact,landslide,downpour,2,0.0,United States,US,-76.6163,39.3194,NA
6622,thehindu,2011-04-06,25km,landslide,downpour,2,0.0,India,IN,74.3445,34.2101,AS
6623,presstv,2010-12-05,50km,mudslide,downpour,2,3.0,Bosnia and Herzegovina,BA,18.5879,44.5415,EU
6624,en.trend,2010-04-21,25km,landslide,downpour,2,0.0,Azerbaijan,AZ,46.3667,40.6905,AS
6625,Inside Costa Rica,2011-10-31,1km,landslide,downpour,2,0.0,Costa Rica,CR,-83.8525,9.9792,NA
6626,news.xinhuanet,2010-06-03,5km,landslide,downpour,2,0.0,China,CN,109.2347,23.7273,AS
6627,vietnamnews.vnagency,2008-09-25,unknown,complex,tropical_cyclone,2,13.0,Vietnam,VN,104.0,21.25,AS
6628,The Star,2015-12-19,25km,landslide,continuous_rain,2,0.0,Malaysia,MY,115.2202,5.3149,AS
6629,Weather Channel,2015-08-08,10km,landslide,tropical_cyclone,2,1.0,Taiwan,TW,121.37700000000001,24.935,AS
6630,wlwt,2011-04-25,exact,landslide,downpour,2,0.0,United States,US,-84.6515,39.2515,NA
6631,The Times of India,2014-07-19,10km,landslide,rain,1,0.0,India,IN,78.0803,30.4305,AS
6632,thehimalayantimes,2011-07-06,50km,landslide,downpour,2,0.0,Nepal,NP,84.125,27.6454,AS
6634,www.thehindu.com,2013-07-19,5km,landslide,downpour,2,0.0,India,IN,80.2369,30.0718,AS
6636,Nepal News,2010-07-11,5km,landslide,downpour,2,3.0,Nepal,NP,84.17758452,28.22020061,AS
6637,www.therepublic.com,2013-07-19,10km,landslide,downpour,1,0.0,United States,US,-109.2835,33.7576,NA
6639,thehimalayantimes,2010-06-30,50km,landslide,downpour,2,0.0,Nepal,NP,87.2196,27.6063,AS
6640,www.thesylvaherald.com,2013-07-01,10km,landslide,downpour,2,0.0,United States,US,-83.2578,35.4059,NA
6641,CONRED,2015-09-27,5km,landslide,rain,2,0.0,Guatemala,GT,-90.5025,14.6297,NA
6642,Disaster Charter,2014-04-12,5km,landslide,continuous_rain,3,14.0,Tajikistan,TJ,69.0971,37.9107,AS
6644,Peru This Week,2014-01-20,exact,landslide,downpour,3,1.0,Peru,PE,-75.0369,-12.432,SA
6645,www.whatsonsanya.com,2013-03-29,5km,landslide,snowfall_snowmelt,4,83.0,China,CN,91.1549,29.6699,AS
6646,Xinhua News,2010-05-30,unknown,landslide,construction,2,2.0,China,CN,107.4656,27.7489,AS
6647,Eagle Valley News,2015-02-16,1km,landslide,flooding,1,0.0,Canada,CA,-119.3135,50.6756,NA
6648,The Star,2015-11-11,exact,landslide,downpour,2,0.0,Malaysia,MY,101.854,3.3694,AS
6649,allafrica.com,2013-08-10,5km,landslide,downpour,2,0.0,Uganda,UG,34.4057,1.3743,AF
6650,www.thehimalayantimes.com,2013-06-18,50km,landslide,rain,2,0.0,Nepal,NP,85.2114,27.8196,AS
6652,wpxi,2011-12-23,exact,landslide,downpour,1,0.0,United States,US,-80.0941,40.5172,NA
6653,asiaone,2011-05-09,unknown,mudslide,downpour,2,0.0,Thailand,TH,98.6677,10.0506,AS
6654,english.aljazeera,2008-08-05,50km,landslide,downpour,3,7.0,Pakistan,PK,75.52,35.8975,AS
6655,thejakartapost,2011-05-06,5km,landslide,downpour,2,0.0,Indonesia,ID,108.0197,-7.2269,AS
6658,TVNZ One News,2014-01-24,5km,mudslide,downpour,3,3.0,Argentina,AR,-65.8667,-28.2167,SA
6659,Malay Mail Online,2014-12-30,5km,landslide,rain,2,1.0,Malaysia,MY,101.3882,4.5791,AS
6661,taiwannews,2011-05-03,unknown,mudslide,downpour,2,1.0,Brazil,BR,-38.0702,-8.4454,SA
6662,tvnz.co,2010-09-10,10km,landslide,earthquake,2,0.0,New Zealand,NZ,173.5421,-42.4635,OC
6663,hindu,2008-08-29,25km,landslide,downpour,2,4.0,Nepal,NP,81.3167,29.3833,AS
6666,Red Cross - Field reports,2007-07-30,50km,landslide,downpour,2,2.0,India,IN,78.439,30.733,AS
6667,Zee News,2016-04-22,5km,landslide,continuous_rain,2,17.0,India,IN,91.8569,27.5799,AS
6668,Cortez Journal,2016-08-07,1km,debris_flow,rain,2,0.0,United States,US,-107.8385,37.4198,NA
6669,CTV,2010-05-10,10km,other,downpour,2,4.0,Canada,CA,-72.9643,45.8043,NA
6670,colombiareports.com,2012-04-12,25km,landslide,downpour,3,3.0,Colombia,CO,-75.15,6.98,SA
6673,Talk 1300 Report,2016-03-13,1km,rock_fall,no_apparent_trigger,1,0.0,United States,US,-73.7605,44.1504,NA
6674,news.cincinnati,2011-04-12,1km,landslide,downpour,1,0.0,United States,US,-84.4881,39.1153,NA
6675,WBKO,2015-04-14,5km,mudslide,downpour,2,0.0,United States,US,-82.4931,37.4038,NA
6676,Milenio,2015-05-13,5km,landslide,construction,2,0.0,Mexico,MX,-99.9452,16.8989,NA
6677,www.nydailynews.com,2013-12-17,50km,landslide,downpour,2,6.0,Brazil,BR,-42.3753,-18.7913,SA
6678,radionz,2010-05-16,25km,landslide,downpour,2,0.0,New Zealand,NZ,172.8235,-41.3874,OC
6679,asiantribune,2011-02-01,50km,landslide,downpour,2,0.0,Sri Lanka,LK,80.6241,7.4678,AS
6682,vietnamnews.vnagency,2011-05-12,25km,landslide,downpour,2,0.0,Vietnam,VN,103.8838,22.4209,AS
6684,The Telegraph,2016-04-10,50km,landslide,earthquake,1,1.0,Pakistan,PK,72.6792,34.4667,AS
6686,pia,2011-01-01,25km,landslide,downpour,1,0.0,Philippines,PH,125.0667,11.7,AS
6687,thejakartapost,2009-11-22,10km,landslide,downpour,2,2.0,Indonesia,ID,98.8333,2.5833,AS
6689,Dawn,2016-07-16,10km,landslide,downpour,2,0.0,Pakistan,PK,73.3569,34.5554,AS
6691,en.trend.az,2013-10-03,25km,landslide,downpour,1,0.0,Iran,IR,51.3831,35.6975,AS
6693,Auburn Journal,2016-01-15,1km,rock_fall,rain,1,0.0,United States,US,-121.0257,38.9226,NA
6694,laht,2011-07-03,unknown,landslide,rain,2,0.0,Venezuela,VE,-67.3097,10.3606,SA
6695,bonnercountydailybee,2012-03-30,10km,mudslide,downpour,1,0.0,United States,US,-116.8291,48.5917,NA
6696,vietnamnews.vnagency,2008-09-25,unknown,complex,tropical_cyclone,2,41.0,Vietnam,VN,106.62299999999999,21.3,AS
6697,articles.timesofindia.indiatimes.com,2013-08-04,unknown,landslide,continuous_rain,4,3.0,India,IN,77.01100000000001,9.9147,AS
6698,english.ntdtv,2011-06-19,unknown,landslide,downpour,2,0.0,China,CN,114.318,30.6427,AS
6700,laht,2010-09-20,5km,landslide,downpour,2,7.0,Venezuela,VE,-66.9492,10.5363,SA
6701,en.trend,2010-04-09,5km,landslide,downpour,2,0.0,Azerbaijan,AZ,48.3367,41.4,AS
6702,arizonageology.blogspot,2010-07-20,10km,debris_flow,downpour,2,0.0,United States,US,-111.5932,35.2902,NA
6703,maps.google.com,2010-04-06,1km,mudslide,downpour,2,0.0,Brazil,BR,-43.0571,-22.886999999999997,SA
6704,Business Standard,2016-08-05,5km,landslide,downpour,2,0.0,India,IN,91.9754,27.5754,AS
6706,WNEP,2011-03-02,10km,mudslide,rain,2,0.0,United States,US,-76.1398,41.1204,NA
6707,news.asiaone,2011-09-29,50km,landslide,downpour,3,2.0,Thailand,TH,98.7884,19.2078,AS
6709,Source: Matthew Crawford (KGS),2010-02-06,5km,landslide,downpour,2,0.0,United States,US,-82.7228,37.3298,NA
6710,Glen Cove Patch,2014-05-01,exact,landslide,rain,1,0.0,United States,US,-73.6527,40.8478,NA
6711,inewsone,2011-08-12,50km,landslide,rain,2,0.0,India,IN,92.2833,27.44,AS
6712,newschannel5,2010-05-02,10km,landslide,downpour,2,0.0,United States,US,-87.1288,35.7322,NA
6713,Fox News,2012-07-12,25km,landslide,downpour,3,19.0,Japan,JP,131.0,33.0001,AS
6714,CBC News,2014-04-16,5km,mudslide,rain,1,0.0,Canada,CA,-61.0951,46.3428,NA
6717,World Bulletin,2014-06-05,10km,landslide,downpour,2,6.0,Ivory Coast,CI,-4.0351,5.314,AF
6718,pr-inside,2008-09-30,25km,landslide,downpour,2,6.0,Georgia,GE,41.8,41.7,AS
6719,News Xinhuet,2007-12-26,5km,landslide,rain,2,40.0,Malaysia,MY,112.943,2.011,AS
6720,foxnews,2008-11-20,25km,mudslide,downpour,2,8.0,Venezuela,VE,-66.89399999999999,10.466,SA
6722,rttnews,2010-10-04,10km,landslide,downpour,3,145.0,Indonesia,ID,134.5427,-2.7414,AS
6725,fox19,2011-06-11,1km,mudslide,rain,2,0.0,United States,US,-84.4826,39.1186,NA
6726,www.wenatcheeworld.com,2013-09-05,1km,debris_flow,downpour,2,0.0,United States,US,-120.1048,47.298,NA
6728,WSAZ3,2015-04-10,25km,landslide,continuous_rain,1,0.0,United States,US,-81.9246,38.4803,NA
6729,Connexion,2014-11-05,25km,mudslide,downpour,2,0.0,France,FR,4.736000000000001,45.5799,EU
6730,maps.google.com,2010-04-06,1km,landslide,downpour,2,0.0,Brazil,BR,-43.1293,-22.8796,SA
6731,usa.chinadaily.com.cn,2013-05-09,50km,landslide,rain,2,3.0,China,CN,102.8154,30.3818,AS
6733,www.bbc.co.uk,2013-02-12,1km,landslide,rain,2,0.0,United Kingdom,GB,-1.0083,53.5947,EU
6736,Jakarta Post,2014-12-26,5km,landslide,downpour,2,0.0,Indonesia,ID,106.98100000000001,-6.7022,AS
6738,calamities.gaeatimes,2010-05-30,50km,landslide,tropical_cyclone,2,3.0,Guatemala,GT,-90.9516,15.4446,NA
6739,The Dominion Post,2014-04-16,1km,mudslide,rain,1,0.0,New Zealand,NZ,174.7855,-41.2941,OC
6741,fresnobee,2010-02-27,exact,landslide,downpour,1,0.0,United States,US,-119.9601,35.9816,NA
6742,Rising Kashmir,2015-03-15,1km,landslide,continuous_rain,2,0.0,India,IN,74.4117,34.0968,AS
6743,Philippine Star,2016-10-10,1km,landslide,monsoon,2,0.0,Philippines,PH,120.5832,16.419,AS
6744,The Hindu,2016-07-16,5km,landslide,construction,1,0.0,India,IN,74.8859,12.8962,AS
6746,www.ctvnews.ca,2013-07-02,5km,landslide,earthquake,2,1.0,Indonesia,ID,96.6679,4.7062,AS
6747,rimoftheworld.net,2010-12-22,10km,landslide,downpour,1,0.0,United States,US,-117.1709,34.1813,NA
6748,wvxu,2011-04-25,1km,landslide,downpour,1,0.0,United States,US,-84.7904,39.1369,NA
6749,chinadaily,2010-05-06,unknown,landslide,downpour,2,6.0,China,CN,113.2666,23.1316,AS
6751,trt,2010-02-05,10km,landslide,downpour,3,11.0,Mexico,MX,-99.6469,19.288,NA
6752,wnep.com,2013-06-27,1km,mudslide,downpour,1,0.0,United States,US,-76.1962,40.6864,NA
6753,currycountyreporter,2012-03-29,5km,landslide,rain,1,0.0,United States,US,-124.4077,42.6439,NA
